,Name,Title,Cusip,Ticker,Category,Value,Pct
282,N/A,EPIRUS INC SERIERS C-2 CVT PFD STOCK PP,TC6I72JG2,None,CORP EP,7240565,0.1
283,Onestream Inc,ONESTREAM INC,68278B107,None,CORP EC,7185101,0.1
284,Immunovant Inc,IMMUNOVANT INC,45258J102,None,CORP EC,7157118,0.1
285,Olaplex Holdings Inc,OLAPLEX HOLDINGS INC,679369108,None,CORP EC,6930117,0.1
286,CRB Group Inc,CRB GROUP,TC6YQ2VO5,None,CORP EP,6902441,0.1
287,FARO Technologies Inc,FARO TECHNOLOGIES INC,311642102,None,CORP EC,6811163,0.1
288,Rapport Therapeutics Inc,RAPPORT THERAPEUTICS INC,75383L102,None,CORP EC,6785319,0.1
289,Verve Therapeutics Inc,VERVE THERAPEUTICS INC,92539P101,None,CORP EC,6629769,0.1
290,Arvinas Inc,ARVINAS INC,04335A105,None,CORP EC,6605733,0.1
291,Celldex Therapeutics Inc,CELLDEX THERAPEUTICS INC,15117B202,None,CORP EC,6525295,0.1
292,N/A,HONOR TECHNOLOGY SER D CVT PFD PP,000000000,None,CORP EP,6377530,0.1
293,MDA Space Ltd,MDA SPACE LTD,55293N109,None,CORP EC,6221258,0.1
294,N/A,NURO SERIES C CVT PFD STOCK,000000000,None,CORP EP,6122914,0.1
295,SimilarWeb Ltd,SIMILARWEB LTD,000000000,None,CORP EC,5978323,0.1
296,TWFG Inc,TWFG INC,87318A101,None,CORP EC,5722301,0.1
297,Voya Financial Inc,VOYA FINANCIAL INC,929089100,None,CORP EC,5696440,0.1
298,Pacific Biosciences of California Inc,PACIFIC BIOSCIENCES OF CALIFORNIA INC,69404D108,None,CORP EC,5635754,0.1
299,N/A,HONOR TECHNOLOGY SER E CVT PFD STOCK PP,TC2V4FT13,None,CORP EP,5596681,0.1
300,Covenant Logistics Group Inc,COVENANT LOGISTICS GROUP INC,22284P105,None,CORP EC,5543885,0.1
301,N/A,CHECKR INC,000000000,None,CORP EP,5458951,0.1
302,Federal Signal Corp,FEDERAL SIGNAL CORP,313855108,None,CORP EC,5393543,0.1
303,N/A,SILA NANO SER F CVT PFD STOCK PP,000000000,None,CORP EP,5391941,0.1
304,N/A,TORCHYS HOLDINGS LLC CL A,000000000,None,CORP EC,5356264,0.1
305,Black Diamond Therapeutics Inc,BLACK DIAMOND THERAPEUTICS INC,09203E105,None,CORP EC,5188004,0.0
306,Insight Enterprises Inc,INSIGHT ENTERPRISES INC,45765U103,None,CORP EC,5177788,0.0
307,West Fraser Timber Co Ltd,WEST FRASER TIMBER CO LTD,952845105,None,CORP EC,5175257,0.0
308,Tango Therapeutics Inc,TANGO THERAPEUTICS INC,87583X109,None,CORP EC,5144090,0.0
309,Carpenter Technology Corp,CARPENTER TECHNOLOGY CORP,144285103,None,CORP EC,5076026,0.0
310,United Parks & Resorts Inc,UNITED PARKS & RESORTS INC,81282V100,None,CORP EC,4817899,0.0
311,CRISPR Therapeutics AG,CRISPR THERAPEUTICS AG,000000000,None,CORP EC,4807234,0.0
312,N/A,THEMIS SOLUTION INC PP,TC0IKXPT0,None,CORP EC,4710893,0.0
313,N/A,ZENPAYROLL INC SER B-2 CVT PFD PP,TC2C3Z4Z4,None,CORP EP,4483313,0.0
314,Novocure Ltd,NOVOCURE LTD,000000000,None,CORP EC,4470298,0.0
315,Sprott Inc,SPROTT INC,852066208,None,CORP EC,4430212,0.0
316,Cabaletta Bio Inc,CABALETTA BIO INC,12674W109,None,CORP EC,4387949,0.0
317,N/A,MINTED SERIES E CVT PFD STOCK PP,000000000,None,CORP EP,4314364,0.0
318,UniFirst Corp/MA,UNIFIRST CORP/MA,904708104,None,CORP EC,4036697,0.0
319,Prime Medicine Inc,PRIME MEDICINE INC,74168J101,None,CORP EC,3796292,0.0
320,N/A,THEMIS SOL (CLIO) SR E CVT PFD STOCK PP,TC1Y9MK33,None,CORP EP,3777903,0.0
321,Cava Group Inc,CAVA GROUP INC,148929102,None,CORP EC,3389414,0.0
322,Vaxcyte Inc,VAXCYTE INC,92243G108,None,CORP EC,3375906,0.0
323,Vera Therapeutics Inc,VERA THERAPEUTICS INC,92337R101,None,CORP EC,3251044,0.0
324,Merus NV,MERUS NV,000000000,None,CORP EC,3143238,0.0
325,Akero Therapeutics Inc,AKERO THERAPEUTICS INC,00973Y108,None,CORP EC,3018331,0.0
326,FARMERS BUSINESS NETWORK INC,FARMERS BUSINESS NETWORK INC CVT SR D PP,000000000,None,CORP EP,2943591,0.0
327,Arcellx Inc,ARCELLX INC,03940C100,None,CORP EC,2874648,0.0
328,Helix Acquisition Corp II,HELIX ACQUISITION CORP II,G4444H101,None,CORP EC,2724844,0.0
329,Blueprint Medicines Corp,BLUEPRINT MEDICINES CORP,09627Y109,None,CORP EC,2650092,0.0
330,Applied Therapeutics Inc,APPLIED THERAPEUTICS INC,03828A101,None,CORP EC,2604085,0.0
331,Louisiana-Pacific Corp,LOUISIANA-PACIFIC CORP,546347105,None,CORP EC,2516679,0.0
332,N/A,ZENPAYROLL INC SER B CVT PFD PP,TC8L3W0Z9,None,CORP EP,2401586,0.0
333,N/A,GRASSHOPPER BANCORP VOTING SHS PP,000000000,None,CORP EC,2265318,0.0
334,N/A,NURO SERIES D CVT PFD STOCK PP,TC7AXBYR8,None,CORP EP,2211986,0.0
335,Boston Beer Co Inc/The,BOSTON BEER CO INC/THE,100557107,None,CORP EC,2191654,0.0
336,N/A,STASH FINANCIAL SER F CVT PFD,000000000,None,CORP EP,2132623,0.0
337,NeoGenomics Inc,NEOGENOMICS INC,64049M209,None,CORP EC,2111088,0.0
338,CRB Group Inc,CRB GROUP INC PP,TC3WQ1RM3,None,CORP EC,1934733,0.0
339,Grocery Outlet Holding Corp,GROCERY OUTLET HOLDING CORP,39874R101,None,CORP EC,1896615,0.0
340,N/A,1661 INC D/B/A GOAT SER F CVT PFD STOCK,TC912VAO9,None,CORP EP,1893606,0.0
341,N/A,ENERGY RESERVOIR CL A-3 PREF EQUITY PP,000000000,None,CORP EP,1672931,0.0
342,N/A,STASH FINANCIAL SER G CVT PFD PP,000000000,None,CORP EP,1605163,0.0
343,N/A,SOCURE SERIES E CVT PFD STOCK PP,TC9LW24E5,None,CORP EP,1442584,0.0
344,N/A,CHECKR INC COMMON STOCK PP,TC0RNCX31,None,CORP EC,1298131,0.0
345,N/A,CELLINK CORP SERIES D CVT PFD STOCK PP,TC6UJP4F9,None,CORP EP,1214766,0.0
346,Primo Brands Corp,PRIMO BRANDS CORP,741623102,None,CORP EC,1199384,0.0
347,Jasper Therapeutics Inc,JASPER THERAPEUTICS INC,471871202,None,CORP EC,1103208,0.0
348,PAX Labs Inc,PAX LABS CLASS A COMMON PP,000000000,None,CORP EC,1079041,0.0
349,Talen Energy Corp,TALEN ENERGY CORP,87422Q109,None,CORP EC,1063560,0.0
350,N/A,THEMIS SOL (CLIO) SR AA CVT PFD STOCK PP,000000000,None,CORP EP,1060438,0.0
351,N/A,TORCHYS HOLDINGS CVT PFD,000000000,None,CORP EP,1051685,0.0
352,Robert Half Inc,ROBERT HALF INC,770323103,None,CORP EC,1042808,0.0
353,N/A,SOCURE SERIES A CVT PFD STOCK PP,TC3RC4MW6,None,CORP EP,758326,0.0
354,N/A,LARONDE SERIES B CVT PFD STOCK PP,TC14DLDG5,None,CORP EP,728295,0.0
355,N/A,RAD PWR BIKES INC CLASS A C,TC2GFC392,None,CORP EC,671188,0.0
356,Coca-Cola Consolidated Inc,COCA-COLA CONSOLIDATED INC,191098102,None,CORP EC,652675,0.0
357,N/A,SOCURE INC PP,TC7Z586M3,None,CORP EC,623958,0.0
358,N/A,SOCURE SERIES A-1 CVT PFD STOCK PP,TC8GIS7E3,None,CORP EP,622390,0.0
359,Farmers Business Network Inc,FARMERS BUSINESS NETWORK INC CVT SR E PP,000000000,None,CORP EP,504864,0.0
360,N/A,APITURE INC PARTIAL VOTE PP,TC5JJ2NC2,None,CORP EC,326700,0.0
361,CAPSULE CORP SERIES 1-D CVT PFD STOCK,CAPSULE CORP SERIES 1-D CVT PFD STOCK,000000000,None,CORP EP,272858,0.0
362,N/A,CAPSULE CORP PP,TC2P3HTV7,None,CORP EC,272858,0.0
363,N/A,ABL SPACE SYSTEMS SER A-8 CVT PFD STK PP,000000000,None,CORP EP,256872,0.0
364,N/A,COALITION INC PP,TC0IGM3D8,None,CORP EC,189966,0.0
365,N/A,STASH FINANCIAL INC PP,TC6HLXXJ8,None,CORP EC,185038,0.0
366,N/A,ENERGY RESERVOIR 2022 CL A-3 PREFEQ PP,000000000,None,CORP EP,164057,0.0
367,N/A,THEMIS SOL (CLIO) SR B CVT PFD STOCK PP,000000000,None,CORP EP,115197,0.0
368,N/A,THEMIS SOL (CLIO) SR AB CVT PFD STOCK PP,000000000,None,CORP EP,105452,0.0
369,Farmers Business Network Inc,FARMERS BUSINESS NETWORK INC CVT SR F PP,000000000,None,CORP EP,93314,0.0
370,N/A,GRASSHOPPER BANCORP WTS 10/28 PP,000000000,None,CORP EC,68150,0.0
371,Floor & Decor Holdings Inc,FLOOR & DECOR HOLDINGS INC,339750101,None,CORP EC,56131,0.0
372,Etsy Inc,ETSY INC,29786A106,None,CORP EC,52520,0.0
373,SiteOne Landscape Supply Inc,SITEONE LANDSCAPE SUPPLY INC,82982L103,None,CORP EC,13177,0.0
374,N/A,SOCURE SERIES B CVT PFD STOCK PP,TC60C9PB4,None,CORP EP,11257,0.0
375,AGCO Corp,AGCO CORP,001084102,None,CORP EC,9348,0.0
376,N/A,Framebridge Expense Fund Payment PP,000000000,None,CORP EC,8885,0.0
377,Advantage Solutions Inc,ADVANTAGE SOLUTIONS INC,00791N110,None,CORP EC,4520,0.0
378,Cognex Corp,COGNEX CORP,192422103,None,CORP EC,3586,0.0
379,ICOSAVAX INC,ICOSAVAX INC,451CVR021,None,CORP EC,0,0.0
380,N/A,GCI LIBERTY INC ESCROW SHARE,361ESC049,None,CORP EC,0,0.0
